grid
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
22324814.177
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
118434612.279
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
82436861.990
122158474.438
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
49446982.002
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
31208115.639
6573455.385
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
74320403.752
187359276.323
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
32292564.237
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
31331780.213
-0.000
-0.000
-0.000
16325480.619
45260909.525
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
31880149.557
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
164765618.299
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
101265731.584
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
92362721.583
-0.000
21224062.405
104637141.129
-0.000
-0.000
31659595.733
128755118.207
-0.000
183212827.316
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
91377323.313
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
78997026.234
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
79328858.673
-0.000
-0.000
125491386.949
56641139.911
-0.000
-0.000
-0.000
115383612.884
169357803.795
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
144737170.021
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
62647261.423
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
184151467.297
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
133600592.663
-0.000
-0.000
-0.000
-0.000
96002835.637
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
80659714.506
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
85200381.175
97322840.671
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
155290797.116
57261311.527
47952048.662
121086613.972
107904696.284
-0.000
115152178.941
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
61990222.115
97055817.527
126290298.665
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
33525156.072
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
73619801.959
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
38429011.061
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
39516269.827
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
15399612.333
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
-0.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
200065070.000
